,喜歡,文章ID,板名,留言內容,留言時間,發文者ID
3108,→,M.1512760459.A.551,e-shopping,阿甘我買1700多唷(打折後),1.200.192.158 12/09 16:58,jimluvme
3109,推,M.1512760459.A.551,e-shopping,身高體重一樣你的腳看起來好長好細喔QQ,27.242.225.181 12/09 18:02,momo011
3110,→,M.1512760459.A.551,e-shopping,我真的要加倍運動了,27.242.225.181 12/09 18:02,momo011
3111,推,M.1512760459.A.551,e-shopping,請問鞋子跟平常尺寸一樣還是比較大,118.165.96.220 12/09 19:13,fusapphire
3112,→,M.1512760459.A.551,e-shopping,謝謝,118.165.96.220 12/09 19:13,fusapphire
3113,推,M.1512760459.A.551,e-shopping,運動內衣配內搭太好看了！,111.251.168.122 12/09 20:50,ar2431
3114,推,M.1512760459.A.551,e-shopping,台灣店面有這色嗎,101.8.161.109 12/09 21:25,miamia520520
3115,推,M.1512760459.A.551,e-shopping,喜歡鞋子顏色！！想問一下尺寸是正常,1.164.139.138 12/09 23:35,AngelaMommy
3116,→,M.1512760459.A.551,e-shopping,就好嗎？原po有加襪子？,1.164.139.138 12/09 23:35,AngelaMommy
3117,推,M.1512760459.A.551,e-shopping,可以把這次當成一個契機。（設計對白）老,114.45.10.184 12/10 00:16,kaojet
3118,→,M.1512760459.A.551,e-shopping,娘：當年就是因為買了運動內衣才走上三鐵,114.45.10.184 12/10 00:16,kaojet
3119,→,M.1512760459.A.551,e-shopping,之路啊...,114.45.10.184 12/10 00:16,kaojet
3120,推,M.1512760459.A.551,e-shopping,樓主正推推,111.82.177.68 12/10 00:32,b89632147
3121,推,M.1512760459.A.551,e-shopping,買的都好好看哦。人也太瘦了（羨慕）,118.168.101.224 12/10 09:42,jay120555
3122,推,M.1512760459.A.551,e-shopping,都很好看 推推,115.82.128.2 12/10 11:31,boboWEN
3123,推,M.1512760459.A.551,e-shopping,我也在等這雙阿幹T T,110.26.0.247 12/11 18:06,hidolly
3124,→,M.1512760459.A.551,e-shopping,對不起是 阿甘 QQ,110.26.0.247 12/11 18:07,hidolly
3125,推,M.1473176906.A.D1A,fashion,要穿耶側邊開有點大,09/13 03:04,mazerunner
3126,推,M.1473176906.A.D1A,fashion,有固定住的話 剩下的就是個人觀感了,09/13 16:01,chockwang
3127,→,M.1438224659.A.4DF,fashion,先貼賣場來看看,07/30 22:58,ckphilliplee
3128,→,M.1438224659.A.4DF,fashion,感覺是假的，我沒有任何一件nike運內的標記長那樣,08/02 01:52,honeydou
3129,→,M.1438224659.A.4DF,fashion,這是舊版的nike dry fit 熱轉印主標 我記得大概是08年,08/16 19:55,nonightcat
3130,→,M.1438224659.A.4DF,fashion,或09前的吧 nike有很多單都是下給臺灣成衣廠 但是生,08/16 19:55,nonightcat
3131,→,M.1438224659.A.4DF,fashion,產基地大多在東南亞 那樣的車工基本上來講算正常 目前,08/16 19:55,nonightcat
3132,→,M.1438224659.A.4DF,fashion,我是還沒看過有仿冒的彈性化纖nike 因為材料成本高,08/16 19:55,nonightcat
3133,→,M.1438224659.A.4DF,fashion,消費群眾小 所以仿來賣也划不來 個人業內經驗提供給,08/16 19:55,nonightcat
3134,→,M.1438224659.A.4DF,fashion,你參考,08/16 19:55,nonightcat
3135,→,M.1438224659.A.4DF,fashion,對了 補充一下 大家知道nike的內衣同款有兩種版本嗎,08/16 20:01,nonightcat
3136,→,M.1438224659.A.4DF,fashion,母款(歐美) 子款(亞洲) 母款的胸墊是軟墊 子款的是硬,08/16 20:01,nonightcat
3137,→,M.1438224659.A.4DF,fashion,墊 這樣設計大概是因為歐美重舒適 亞洲人怕亂晃吧XDD,08/16 20:01,nonightcat
3138,推,M.1513084057.A.3AA,fatworld,請問如何7-11店到店?我想要5跟6    7-11門市為155474,12/13 13:59,rollen317
3139,推,M.1513084057.A.3AA,fatworld,想偷偷問胸圍多少公分~,12/14 21:16,moondevil
3140,推,M.1509732571.A.8A0,fatworld,希望能有自然堅挺的胸型,11/04 11:19,idfpigeon
3141,→,M.1509732571.A.8A0,fatworld,^^^^^^^^^^^^^^^^^^^^^^^^^,11/04 11:19,idfpigeon
3142,→,M.1509732571.A.8A0,fatworld,唯一解就是重訓阿~,11/04 11:19,idfpigeon
3143,推,M.1509732571.A.8A0,fatworld,我覺得黛莉貝爾可以，我無奶人穿到現在有深溝～,11/04 11:33,TUCzz
3144,推,M.1509732571.A.8A0,fatworld,我覺得單純下胸圍拿錯尺寸欸，會覺得太緊就加背扣,11/04 12:09,ROSHINA7855
3145,推,M.1509732571.A.8A0,fatworld,我跟樓上一樣 罩杯合但太緊會加背扣,11/04 13:17,kamayer
3146,→,M.1509732571.A.8A0,fatworld,先去買個背扣試試看吧,11/04 13:18,kamayer
3147,推,M.1509732571.A.8A0,fatworld,推佳瑪，很好穿,11/05 21:33,junjun1116
3148,推,M.1509732571.A.8A0,fatworld,自從穿過運動內衣後，就再也沒穿過一般內衣了,11/06 01:11,windwfsm
3149,→,M.1509732571.A.8A0,fatworld,我都穿貝兒薇運動內衣～穿三年多了吧,11/11 02:40,nwlsaowen
3150,推,M.1501516781.A.C79,fatworld,蕾黛絲應該有～可以去試穿看看,08/01 06:51,jiayo
3151,推,M.1501516781.A.C79,fatworld,PUMA的很好穿，超集中,08/01 16:27,freshyu
3152,推,M.1501516781.A.C79,fatworld,請問有推薦鋼圈，到G的～謝謝,08/01 18:40,k821251993
3153,→,M.1501516781.A.C79,fatworld,謝謝哦,08/01 21:48,UNA70925
3154,推,M.1501516781.A.C79,fatworld,迪卡儂不錯,08/02 20:23,Rausch
3155,推,M.1501516781.A.C79,fatworld,http://i.imgur.com/4t4aeyF.jpg,08/03 21:15,VQUEEN
3156,→,M.1501516781.A.C79,fatworld,愛迪達 outlet 特價499這是L 還有XL你應該可以,08/03 21:15,VQUEEN
3157,→,M.1501516781.A.C79,fatworld,超感謝大家,08/03 22:29,UNA70925
3158,推,M.1498221598.A.DEE,fatworld,不能穿泳衣當運動內衣哦…泳衣沒有固定功能,06/23 21:48,Sutter
3159,→,M.1498221598.A.DEE,fatworld,感覺身材被修飾的很好,06/23 23:21,idfpigeon
3160,推,M.1498221598.A.DEE,fatworld,比第一件修飾很多+1,06/24 02:05,zyxcba5
3161,推,M.1498221598.A.DEE,fatworld,我覺得最後搭的挺好看的，至於運動內衣我是買under armo,06/24 02:12,TKDyents
3162,→,M.1498221598.A.DEE,fatworld,"ur的38DD,勉強可以穿，雖然貴，但大胸真的很難買，如果",06/24 02:12,TKDyents
3163,→,M.1498221598.A.DEE,fatworld,價錢可以接受的話，可以去試穿看看。,06/24 02:12,TKDyents
3164,推,M.1498221598.A.DEE,fatworld,另外想問，是哪一個櫃啊？,06/24 02:16,TKDyents
3165,推,M.1498221598.A.DEE,fatworld,那件泳衣我也有一套！,06/24 07:20,yume75614
3166,推,M.1498221598.A.DEE,fatworld,只有我覺得原po被框了嗎？結果游泳穿的還是第二套加褲子,06/25 02:45,vikeyjsp
3167,→,M.1498221598.A.DEE,fatworld,..那等再瘦一些再買更適合的比基尼不就好了？,06/25 02:45,vikeyjsp
3168,推,M.1498221598.A.DEE,fatworld,我覺得蠻好看的啊!,06/25 11:36,ruby1983
3169,推,M.1498221598.A.DEE,fatworld,上半臉有志玲姐姐的fu~~,06/26 01:05,lovelybi
3170,推,M.1498221598.A.DEE,fatworld,跟我買的是同一套，建議不是很急的話可以挑週年慶或,06/28 02:26,kyotoorange
3171,→,M.1498221598.A.DEE,fatworld,年中慶的時候買，另外，其實下水後，褲管飄得超厲害,06/28 02:26,kyotoorange
3172,推,M.1496696461.A.907,fatworld,好看！蠻心動的,06/06 06:33,mingtree
3173,→,M.1496696461.A.907,fatworld,http://i.imgur.com/y4EUrK1.jpg,06/06 06:42,VQUEEN
3174,→,M.1496696461.A.907,fatworld,補充這件洋裝 也不錯只是需要穿安全褲內裡太短了,06/06 06:42,VQUEEN
3175,推,M.1496696461.A.907,fatworld,拍照站的姿勢好漂亮，且長裙跟短褲穿上都覺得好看,06/06 08:31,gongjue
3176,推,M.1496696461.A.907,fatworld,很好看,06/06 10:17,Oct5566
3177,推,M.1496696461.A.907,fatworld,女王！ 推,06/06 11:57,weiweix500
3178,推,M.1496696461.A.907,fatworld,看起來好瘦!可以冒昧問一下身高體重嗎>\\\<,06/06 15:11,machi0730
3179,→,M.1496696461.A.907,fatworld,很適合妳~~,06/06 18:52,miuya
3180,推,M.1496696461.A.907,fatworld,你穿得都好看,06/06 20:41,rehtra
3181,推,M.1496696461.A.907,fatworld,上衣好看,06/06 21:02,loveinsep
3182,→,M.1496696461.A.907,fatworld,我目前163/81 只是三圍比較奇怪,06/06 21:09,VQUEEN
3183,→,M.1496696461.A.907,fatworld,http://i.imgur.com/KsR4K35.jpg,06/06 21:09,VQUEEN
3184,→,M.1496696461.A.907,fatworld,都大在屁股,06/06 21:09,VQUEEN
3185,推,M.1496696461.A.907,fatworld,不像81的,06/07 21:54,sallyhw
3186,推,M.1496696461.A.907,fatworld,黑洋裝好好看 網路賣場找不到了 哭,06/09 15:22,cjorm
3187,→,M.1496696461.A.907,fatworld,等等 你好正!!!!!!!!!,06/09 18:22,coco5566
3188,→,M.1496696461.A.907,fatworld,黑洋裝網路賣場還有XL,06/10 11:21,VQUEEN
3189,推,M.1496696461.A.907,fatworld,好看。想請問短褲原po選什麼尺寸呢?,06/11 00:06,nikiho
3190,→,M.1496696461.A.907,fatworld,短褲我穿3XL 很寬鬆舒適 2XL就比較合身感我個人不喜歡,06/11 05:27,VQUEEN
3191,→,M.1487146797.A.408,fatworld,買迪卡儂的就好 便宜又好穿,02/15 16:49,Rausch
3192,推,M.1487146797.A.408,fatworld,我跟健身房的同學一起買過運動內衣 我是上半身比較有肉,02/15 16:58,SweeetMe
3193,推,M.1487146797.A.408,fatworld,買迪卡儂，或SA,02/15 16:59,yachieh
3194,→,M.1487146797.A.408,fatworld,她是標準的厚片女孩 她可以穿著上整堂拳擊 我想穿這家運,02/15 17:00,SweeetMe
3195,→,M.1487146797.A.408,fatworld,動內衣跑步應該是沒問題,02/15 17:01,SweeetMe
3196,推,M.1487146797.A.408,fatworld,我買過  不推薦,02/15 19:50,icareyou
3197,推,M.1487146797.A.408,fatworld,看到一個好用心的男友,02/16 02:46,yanny0219
3198,推,M.1487146797.A.408,fatworld,推迪卡儂哦!,02/16 12:44,kamryn
3199,推,M.1487146797.A.408,fatworld,我身高-體重85 迪卡農有我的尺寸，不過實際還是以她的胸,02/16 12:46,kamryn
3200,→,M.1487146797.A.408,fatworld,圍為主，給你參考一下,02/16 12:46,kamryn
3201,推,M.1487146797.A.408,fatworld,瑪莉菲絲我有買過 穿起來舒服 顏色也好看,02/16 19:03,yummioyt
3202,推,M.1487146797.A.408,fatworld,推貼心，女友有你真幸福,02/17 02:30,Ame0310
3203,推,M.1487146797.A.408,fatworld,"好男友必須推一下,褲子的話我覺得這家的提臀動塑褲不",02/17 18:07,gueocppllq
3204,→,M.1487146797.A.408,fatworld,"錯穿,彈性算大的",02/17 18:07,gueocppllq
3205,推,M.1487146797.A.408,fatworld,和她說胸部會變型，應該會立馬換,02/20 12:24,smileforjuby
3206,推,M.1487146797.A.408,fatworld,大胸跑步推SA，瑪莉菲絲穿了還是很晃,02/23 08:51,potatoyukina
3207,推,M.1487146797.A.408,fatworld,我大D小E當初是買升級款(高調A++動塑升級)那件 跑起來是,02/23 21:45,esprehsu
3208,→,M.1487146797.A.408,fatworld,覺得OK 沒有很大的震動感,02/23 21:45,esprehsu
3209,推,M.1484213016.A.A45,fatworld,標題寫多肉太太以為是3p麻....,01/12 17:39,panier
3210,推,M.1484213016.A.A45,fatworld,我的老天鵝XDDD 原PO好可愛 這套真的好看很適合你,01/12 17:47,Flora0519
3211,推,M.1484213016.A.A45,fatworld,"馬鞍動塑褲看起來也太顯瘦 害我燃起熊熊大火><""",01/12 18:45,mewyuvktg
3212,→,M.1484213016.A.A45,fatworld,欲蓋彌彰的感覺…,01/12 19:20,tyjcgmnl
3213,推,M.1484213016.A.A45,fatworld,好好看！被燒到了，能否請問原po身高體重？,01/12 22:01,appleling
3214,推,M.1484213016.A.A45,fatworld,已生火啊啊啊啊,01/13 09:10,jumpjumpstar
3215,推,M.1484213016.A.A45,fatworld,這個顏色這樣拼也太好看!!原PO都穿去做哪種運動啊?,01/13 18:12,cindy0702
3216,→,M.1484213016.A.A45,fatworld,瑪莉菲斯這件支撐力強嗎?同為多肉人很怕下垂...,01/13 18:12,cindy0702
3217,推,M.1484213016.A.A45,fatworld,塑身褲太顯瘦+1 被原PO推坑了Orz,01/13 19:51,alvin19852
3218,推,M.1467695575.A.68B,fatworld,覺得內衣問題超無解QQ,07/05 14:51,lilybest
3219,推,M.1467695575.A.68B,fatworld,男生提問：為什麼上班日不太合適…純粹好奇,07/05 15:29,idfpigeon
3220,推,M.1467695575.A.68B,fatworld,沒有內衣輕鬆又不垂型好看的,07/05 15:40,kzzoz80
3221,推,M.1467695575.A.68B,fatworld,內衣困擾+1 天氣熱狂噴汗 悶著都會有汗味,07/05 17:00,sweet260855
3222,推,M.1467695575.A.68B,fatworld,可能運動內衣穿襯衫不好看吧(?,07/05 17:22,whosthere
3223,推,M.1467695575.A.68B,fatworld,也許是因為無鋼圈就不夠挺，穿衣不好看?,07/05 21:35,ming3318
3224,→,M.1467695575.A.68B,fatworld,是因為運動內衣包起來很像一大塊肉,07/05 22:18,Rausch
3225,→,M.1467695575.A.68B,fatworld,了解,07/06 01:58,idfpigeon
3226,推,M.1467695575.A.68B,fatworld,同求大尺碼無鋼圈...胖子夏天穿內衣真的超痛苦QQ,07/06 08:06,sinim
3227,推,M.1467695575.A.68B,fatworld,"90G的話維多利亞的秘密應該有你的尺寸,他們的無鋼圈不",07/06 13:13,chinserna
3228,→,M.1467695575.A.68B,fatworld,會垂奶,07/06 13:13,chinserna
3229,推,M.1467695575.A.68B,fatworld,瑪嘉妮有無鋼圈內衣.. 蠻好穿的.. 有到95G.. 搜奇摩拍賣,07/08 23:21,Marceau
3230,→,M.1467695575.A.68B,fatworld,我自己買了2件.. 覺得還不錯..,07/08 23:22,Marceau
3231,→,M.1467695575.A.68B,fatworld,我是95ForG.. 重點是便宜..,07/08 23:22,Marceau
3232,推,M.1467695575.A.68B,fatworld,如果不介意款式和原來功能的話推薦媽媽餵的無鋼圈哺乳內,07/10 11:07,Benshee
3233,→,M.1467695575.A.68B,fatworld,衣XD材質透氣而且包覆性不錯不會垂垂，穿起來很舒服無感,07/10 11:07,Benshee
3234,→,M.1467695575.A.68B,fatworld,，當媽後才知道的好物,07/10 11:07,Benshee
3235,推,M.1467695575.A.68B,fatworld,自從訂製內衣後 我人生中的一個問題已經解決了,08/10 04:30,ffnc
3236,推,M.1463494081.A.440,fatworld,網路買,05/17 22:43,yachieh
3237,→,M.1463494081.A.440,fatworld,但我比較想先試穿，因為我內衣本來就很難買，且每一家,05/17 22:56,TKDyents
3238,→,M.1463494081.A.440,fatworld,版型不同，怕不合,05/17 22:56,TKDyents
3239,→,M.1463494081.A.440,fatworld,Costco的試試看？,05/18 00:39,dingmei
3240,推,M.1463494081.A.440,fatworld,"要不要試試看迪卡儂， 我最近有買一款，一件999,不",05/18 08:17,iloveannasui
3241,→,M.1463494081.A.440,fatworld,過我覺得還蠻好用的.,05/18 08:17,iloveannasui
3242,推,M.1463494081.A.440,fatworld,迪卡儂有一件499的好穿,05/18 09:18,Rausch
3243,→,M.1463494081.A.440,fatworld,迪卡儂+1、但原po可能要跑一趟去店裡試穿看看，淘寶有,05/18 09:38,emily0300
3244,→,M.1463494081.A.440,fatworld,考慮嗎？,05/18 09:38,emily0300
3245,→,M.1463494081.A.440,fatworld,SA網路買的話尺寸可以大到很大耶~只是不能試穿，尺寸要多,05/18 13:33,Jooowu
3246,→,M.1463494081.A.440,fatworld,多爬文看尺寸心得或跟賣家多溝通。我自己穿SA是完全不晃，,05/18 13:35,Jooowu
3247,→,M.1463494081.A.440,fatworld,但我胸沒那麼大就是了,05/18 13:36,Jooowu
3248,→,M.1463494081.A.440,fatworld,ps我說的網路買是指國外代購，國內代理商進的尺寸都是亞洲,05/18 13:40,Jooowu
3249,→,M.1463494081.A.440,fatworld,平常尺寸吧,05/18 13:40,Jooowu
3250,→,M.1463494081.A.440,fatworld,了解！謝謝大家,05/18 17:22,TKDyents
3251,推,M.1463494081.A.440,fatworld,推sa 我不清楚原po說的 沒出大尺碼 但網路上買 還是有 我,05/18 19:39,sosetf
3252,→,M.1463494081.A.440,fatworld,已穿三件了 很好穿 不會晃 但要買高支撐度的 但容易激凸,05/18 19:39,sosetf
3253,→,M.1463494081.A.440,fatworld,哈哈哈,05/18 19:39,sosetf
3254,推,M.1463494081.A.440,fatworld,推sa好穿脫很穩定，已陸續買5件了，尺寸明明分很細,05/18 21:15,potatoyukina
3255,→,M.1463494081.A.440,fatworld,啊,05/18 21:15,potatoyukina
3256,推,M.1463494081.A.440,fatworld,http://www.etmall.com.tw/Pages/Mobile_,05/19 16:04,smileforjuby
3257,→,M.1463494081.A.440,fatworld,Prod.aspx?ProductSKU=1704168&StoreID=5,05/19 16:04,smileforjuby
3258,→,M.1463494081.A.440,fatworld,3385&CategoryID=76048&utm_source=mob_f,05/19 16:04,smileforjuby
3259,→,M.1463494081.A.440,fatworld,indpri_ce&utm_medium=cpc&utm_campaign=,05/19 16:04,smileforjuby
3260,→,M.1463494081.A.440,fatworld,findprice_A00_20160518,05/19 16:04,smileforjuby
3261,→,M.1463494081.A.440,fatworld,我穿這款...我是E罩杯....圍是36～38吋時,05/19 16:06,smileforjuby
3262,→,M.1463494081.A.440,fatworld,買的，我的胸偏軟，覺得還行，現在胖了胸,05/19 16:06,smileforjuby
3263,→,M.1463494081.A.440,fatworld,圍到40，但穿起來還是很舒適,05/19 16:06,smileforjuby
3264,推,M.1463494081.A.440,fatworld,http://i.imgur.com/GDqOBGG.jpg,05/20 00:43,Rausch
3265,→,M.1463494081.A.440,fatworld,謝謝大家的熱心回覆了,05/20 20:25,TKDyents
3266,推,M.1463494081.A.440,fatworld,http://i.imgur.com/B6MxQBq.jpg,05/21 01:43,Irene0909
3267,→,M.1463494081.A.440,fatworld,我前陣子買了這組，意外覺得好穿!!,05/21 01:43,Irene0909
3268,推,M.1463494081.A.440,fatworld,我在淘寶買的，我38H 穿起來很OK 叫做 LAISLA旗艦店,05/22 14:27,l820831
3269,推,M.1463494081.A.440,fatworld,目前穿lativ&淘寶，都很舒適，尤其淘寶穩定度很好 http:/,05/23 23:12,raeliou
3270,→,M.1463494081.A.440,fatworld,/i.imgur.com/QdWpU7K.jpg,05/23 23:12,raeliou
3271,→,M.1463494081.A.440,fatworld,http://i.imgur.com/njVPrAE.jpg,05/23 23:13,raeliou
3272,推,M.1463494081.A.440,fatworld,請問淘寶店鋪名稱是？謝謝唷,05/28 23:30,happyally
3273,推,M.1463494081.A.440,fatworld,迪卡儂的好穿脫! 可以考慮看看~,08/02 07:56,mimidase1
3274,推,M.1416750143.A.F9F,fatworld,推,11/24 20:30,cat1988416
3275,推,M.1416900739.A.437,fatworld,我也有這個困擾...所以三不五時都檢查長輩有無異狀,11/25 16:56,meiheart
3276,推,M.1416900739.A.437,fatworld,推Lady,11/25 22:52,s150114
3277,推,M.1416900739.A.437,fatworld,LADY試過嗎？,11/25 23:46,dingmei
3278,→,M.1416900739.A.437,fatworld,下圍有時候不是太緊是姿勢不對～要靠自己調整,11/25 23:46,dingmei
3279,推,M.1416900739.A.437,fatworld,"可以買under Amur,他有一款運動內衣下圍跟上圍分很清楚。",11/26 00:27,iamtess
3280,→,M.1416900739.A.437,fatworld,穿起來跟防彈背心一樣,11/26 00:27,iamtess
3281,推,M.1416900739.A.437,fatworld,胸部不會位移。大罩杯內衣想買布料厚的可以買salute，我,11/26 00:30,iamtess
3282,→,M.1416900739.A.437,fatworld,都穿這牌，全罩式，不過肩帶跟下圍釦子真的要調好噢。我,11/26 00:30,iamtess
3283,→,M.1416900739.A.437,fatworld,發現很多人根本就亂弄內衣一下就變形了,看起來好像不錯穿，可以買個兩件來試試看                   11/26 00:30,iamtess
3284,推,M.1416900739.A.437,fatworld,"我90E,lady的要加扣，很多款穿不下",11/26 01:04,Qkatherine
3285,推,M.1416900739.A.437,fatworld,我90F，都買曼黛瑪璉，沒有困擾@@還蠻包的,11/26 08:36,peyjen
3286,推,M.1416900739.A.437,fatworld,最近買了JB的無鋼圈，布料厚又好穿，胸型很美,11/26 09:50,berry520
3287,推,M.1416900739.A.437,fatworld,我lady買90G，思薇爾買90F，思薇爾有特賣款是專櫃沒,11/26 12:54,myworldjudy
3288,→,M.1416900739.A.437,fatworld,有的(就是會在花車上的那種)，我前陣子百貨公司週年,11/26 12:54,myworldjudy
3289,→,M.1416900739.A.437,fatworld,慶買3件1500，他們家內衣大部分是泡綿材質(?)的所以,11/26 12:54,myworldjudy
3290,→,M.1416900739.A.437,fatworld,有厚一點，穿起來也舒服，但畢竟便宜還是比較不耐穿,11/26 12:54,myworldjudy
3291,→,M.1416900739.A.437,fatworld,下圍容易鬆，給妳參考囉,11/26 12:54,myworldjudy
3292,推,M.1416900739.A.437,fatworld,已放棄（淚，現在都穿159～200元的寶雅運動內衣，真心好,11/26 15:03,green12
3293,→,M.1416900739.A.437,fatworld,穿……（黯淡,11/26 15:03,green12
3294,推,M.1416900739.A.437,fatworld,我都買曼黛瑪蓮，我穿到100G，還是很好穿,11/26 15:13,princess
