Member_number,Date,itemDescription,Quality
3489,09-03-2015,nuts/prunes,1
3300,25-07-2015,newspapers,1
3090,14-02-2015,white bread,1
4441,18-02-2015,curd,1
1242,18-05-2015,frozen meals,1
1190,11-06-2015,root vegetables,1
1983,06-07-2015,hamburger meat,1
1872,24-08-2015,berries,1
4291,09-12-2015,pip fruit,1
4400,11-12-2015,whole milk,1
1628,05-02-2015,yogurt,1
1345,21-03-2015,citrus fruit,1
2732,02-04-2015,other vegetables,1
3410,29-10-2015,curd,1
1920,09-02-2015,citrus fruit,1
3241,20-09-2015,grapes,1
2962,26-04-2015,long life bakery product,1
2492,10-04-2015,frozen vegetables,1
2416,05-11-2015,long life bakery product,1
1538,08-03-2015,hamburger meat,1
3801,23-10-2015,herbs,1
3202,29-09-2015,tropical fruit,1
4471,28-02-2015,butter,1
4939,14-10-2015,other vegetables,1
2575,13-03-2015,chicken,1
4419,23-12-2015,citrus fruit,1
4217,01-12-2015,bottled water,1
1968,10-01-2015,tropical fruit,1
3084,12-08-2015,margarine,1
4807,18-06-2015,coffee,1
4781,22-11-2015,cream cheese ,1
2432,06-10-2015,condensed milk,1
2951,05-09-2015,yogurt,1
1452,09-05-2015,rolls/buns,1
1603,23-07-2015,white bread,1
4727,21-11-2015,whole milk,1
4751,19-11-2015,soda,1
4296,24-01-2015,fruit/vegetable juice,1
2555,11-11-2015,processed cheese,1
1416,20-06-2015,other vegetables,1
1919,18-08-2015,soda,1
2069,02-07-2015,fruit/vegetable juice,1
4509,23-07-2015,bottled water,1
4864,22-07-2015,rolls/buns,1
1575,04-01-2015,whole milk,1
2969,28-09-2015,other vegetables,1
4301,20-12-2015,detergent,1
3855,02-12-2015,whole milk,1
3202,16-04-2015,newspapers,1
2167,14-03-2015,soda,1
4148,07-01-2015,whole milk,1
2517,28-01-2015,cream cheese ,1
2840,24-03-2015,butter,1
1212,19-06-2015,cat food,1
2735,01-06-2015,other vegetables,1
1212,31-07-2015,other vegetables,1
1324,26-03-2015,processed cheese,1
2431,29-06-2015,yogurt,1
4526,08-06-2015,canned beer,1
1662,12-06-2015,bottled water,1
3802,15-10-2015,whipped/sour cream,1
2532,08-01-2015,sugar,1
1316,26-03-2015,frozen vegetables,1
2304,01-07-2015,whole milk,1
1955,13-02-2015,rolls/buns,1
2243,31-01-2015,soda,1
3859,03-08-2015,curd,1
3156,02-08-2015,berries,1
4605,23-10-2015,margarine,1
1864,27-09-2015,whole milk,1
4102,13-05-2015,soda,1
4835,22-05-2015,rolls/buns,1
1668,14-03-2015,curd,1
3130,02-05-2015,bottled water,1
1110,20-11-2015,soda,1
2240,07-07-2015,frozen vegetables,1
4647,17-02-2015,hard cheese,1
3872,07-02-2015,frozen vegetables,1
3184,24-10-2015,onions,1
4623,08-07-2015,whipped/sour cream,1
2111,25-02-2015,candles,1
3068,19-06-2015,yogurt,1
4533,21-05-2015,citrus fruit,1
3926,30-06-2015,rolls/buns,1
1605,18-06-2015,citrus fruit,1
4468,15-06-2015,brown bread,1
2041,24-09-2015,grapes,1
3835,11-05-2015,bottled water,1
3601,03-02-2015,yogurt,1
2307,29-06-2015,berries,1
1767,18-04-2015,rolls/buns,1
4251,21-12-2015,root vegetables,1
1365,02-11-2015,frozen vegetables,1
1665,11-04-2015,UHT-milk,1
2447,25-06-2015,yogurt,1
4825,05-09-2015,frozen vegetables,1
4844,23-02-2015,whole milk,1
3319,03-03-2015,soda,1
2536,07-11-2015,pastry,1
1857,10-08-2015,long life bakery product,1
4133,27-07-2015,semi-finished bread,1
2128,20-06-2015,citrus fruit,1
1793,24-09-2015,rolls/buns,1
3445,15-02-2015,beverages,1
2041,17-07-2015,liquor (appetizer),1
1178,23-03-2015,coffee,1
2080,21-04-2015,whole milk,1
1928,17-09-2015,canned beer,1
2884,08-05-2015,cream cheese ,1
3532,25-01-2015,pip fruit,1
1892,20-11-2015,honey,1
2880,03-11-2015,onions,1
2033,14-02-2015,meat spreads,1
3176,17-01-2015,citrus fruit,1
3768,16-01-2015,curd,1
3404,07-12-2015,whole milk,1
3891,22-11-2015,sugar,1
2974,26-12-2015,packaged fruit/vegetables,1
3831,07-03-2015,flour,1
1924,02-03-2015,dessert,1
4182,21-08-2015,chewing gum,1
1811,24-05-2015,bottled water,1
1283,13-11-2015,frozen vegetables,1
2154,15-03-2015,whole milk,1
4543,23-10-2015,long life bakery product,1
4642,03-12-2015,shopping bags,1
2360,18-02-2015,other vegetables,1
3231,31-03-2015,cocoa drinks,1
1356,08-09-2015,soda,1
4895,10-08-2015,cereals,1
3390,01-12-2015,coffee,1
4495,06-03-2015,waffles,1
1202,22-04-2015,rolls/buns,1
1811,23-09-2015,white wine,1
4996,20-02-2015,tropical fruit,1
3291,02-08-2015,semi-finished bread,1
1878,27-11-2015,whole milk,1
1483,27-06-2015,liquor (appetizer),1
4683,23-09-2015,root vegetables,1
4386,08-09-2015,pip fruit,1
4825,15-11-2015,UHT-milk,1
2549,13-05-2015,liquor (appetizer),1
4965,11-10-2015,newspapers,1
3251,10-09-2015,other vegetables,1
4932,20-11-2015,soda,1
3986,23-07-2015,bottled water,1
1616,19-01-2015,coffee,1
1239,02-07-2015,yogurt,1
4993,09-02-2015,UHT-milk,1
2762,18-12-2015,beef,1
1035,08-09-2015,newspapers,1
4717,16-05-2015,citrus fruit,1
4662,17-11-2015,rolls/buns,1
4267,10-10-2015,bottled beer,1
3500,18-01-2015,tropical fruit,1
4866,21-08-2015,canned beer,1
2492,18-06-2015,root vegetables,1
1044,09-02-2015,other vegetables,1
2070,19-12-2015,bottled water,1
3761,06-08-2015,beverages,1
1145,07-10-2015,root vegetables,1
3324,06-06-2015,butter,1
4455,26-12-2015,Instant food products,1
3465,30-07-2015,other vegetables,1
3940,16-01-2015,semi-finished bread,1
4934,31-10-2015,curd,1
3793,22-01-2015,pastry,1
2956,02-12-2015,bottled water,1
3662,20-07-2015,rolls/buns,1
3755,14-04-2015,hygiene articles,1
4173,11-05-2015,hamburger meat,1
3353,06-03-2015,bottled water,1
2193,03-09-2015,soda,1
2086,02-06-2015,frozen vegetables,1
1570,20-03-2015,whipped/sour cream,1
1233,31-07-2015,whole milk,1
4647,30-01-2015,fruit/vegetable juice,1
3178,03-01-2015,yogurt,1
2765,04-09-2015,tropical fruit,1
4221,04-01-2015,pet care,1
4265,12-12-2015,root vegetables,1
3532,26-05-2015,butter,1
1967,03-09-2015,onions,1
3474,25-02-2015,berries,1
4075,05-01-2015,bottled water,1
1551,11-05-2015,rum,1
4609,07-11-2015,herbs,1
1975,26-09-2015,root vegetables,1
4859,09-09-2015,whole milk,1
1502,31-10-2015,other vegetables,1
1901,21-04-2015,tropical fruit,1
4487,20-07-2015,onions,1
3364,29-06-2015,salad dressing,1
2537,14-10-2015,curd,1
4719,22-08-2015,yogurt,1
2348,11-12-2015,pastry,1
4294,03-12-2015,sauces,1
3774,12-01-2015,rolls/buns,1
2250,15-10-2015,whole milk,1
3034,07-05-2015,other vegetables,1
1799,07-08-2015,other vegetables,1
1278,07-11-2015,root vegetables,1
2837,22-04-2015,yogurt,1
3056,15-08-2015,other vegetables,1
2447,15-10-2015,root vegetables,1
1452,27-10-2015,chewing gum,1
4838,31-01-2015,cream cheese ,1
4822,04-07-2015,pastry,1
2571,02-05-2015,tropical fruit,1
4310,27-02-2015,spices,1
2133,11-07-2015,brown bread,1
3568,17-10-2015,bottled beer,1
4474,10-11-2015,brown bread,1
3354,27-01-2015,salty snack,1
2389,04-06-2015,yogurt,1
1742,05-07-2015,photo/film,1
2574,18-05-2015,canned beer,1
4498,07-04-2015,yogurt,1
4612,30-04-2015,other vegetables,1
1075,29-01-2015,rolls/buns,1
1371,22-01-2015,whipped/sour cream,1
2960,21-06-2015,salty snack,1
4434,23-02-2015,rolls/buns,1
1378,12-10-2015,hamburger meat,1
1615,25-01-2015,beverages,1
2503,08-02-2015,whole milk,1
2381,01-04-2015,whole milk,1
1613,25-08-2015,cookware,1
1031,26-08-2015,cream cheese ,1
3200,01-04-2015,specialty chocolate,1
1138,24-02-2015,butter milk,1
4958,24-05-2015,butter,1
4858,15-02-2015,frozen meals,1
1616,08-12-2015,pip fruit,1
1270,03-02-2015,cereals,1
2347,27-01-2015,red/blush wine,1
2076,04-12-2015,margarine,1
3597,07-07-2015,curd,1
2151,29-09-2015,pork,1
2940,07-11-2015,whole milk,1
3475,14-12-2015,root vegetables,1
2715,15-03-2015,other vegetables,1
3644,02-10-2015,pastry,1
4573,25-01-2015,curd,1
1649,29-11-2015,frozen meals,1
4079,17-08-2015,whole milk,1
1844,13-11-2015,salty snack,1
1420,08-12-2015,rolls/buns,1
2879,23-07-2015,whipped/sour cream,1
2440,08-06-2015,frozen meals,1
4095,29-12-2015,other vegetables,1
2437,15-11-2015,napkins,1
1324,24-01-2015,condensed milk,1
4184,15-12-2015,beverages,1
4574,03-10-2015,pastry,1
4881,26-03-2015,coffee,1
3790,04-08-2015,dish cleaner,1
2616,17-03-2015,whole milk,1
1275,04-06-2015,hygiene articles,1
2131,15-04-2015,yogurt,1
2509,03-02-2015,rolls/buns,1
3077,31-08-2015,salty snack,1
3653,12-09-2015,rolls/buns,1
2922,26-12-2015,onions,1
2971,27-01-2015,hamburger meat,1
1463,28-09-2015,specialty bar,1
4323,11-10-2015,tropical fruit,1
2632,01-07-2015,coffee,1
1481,04-06-2015,pip fruit,1
1283,06-03-2015,whipped/sour cream,1
1164,01-02-2015,sliced cheese,1
4275,11-09-2015,bottled water,1
2600,18-02-2015,cake bar,1
2084,15-08-2015,root vegetables,1
1621,20-02-2015,canned fruit,1
1291,06-03-2015,rolls/buns,1
3301,25-04-2015,cream cheese ,1
2715,08-01-2015,male cosmetics,1
4150,26-08-2015,pastry,1
1775,11-10-2015,cat food,1
2073,04-02-2015,whole milk,1
1912,22-08-2015,bottled water,1
4033,06-06-2015,root vegetables,1
4877,28-02-2015,bottled water,1
2590,28-09-2015,hamburger meat,1
3982,28-01-2015,liquor (appetizer),1
2782,09-06-2015,other vegetables,1
2100,27-01-2015,other vegetables,1
1785,21-12-2015,bottled water,1
3166,28-04-2015,hygiene articles,1
2251,29-03-2015,whole milk,1
1528,20-02-2015,curd,1
2012,29-03-2015,cling film/bags,1
3309,28-10-2015,packaged fruit/vegetables,1
1220,08-09-2015,waffles,1
2165,17-06-2015,pastry,1
3337,01-02-2015,liver loaf,1
4058,30-12-2015,cream cheese ,1
1000,27-05-2015,pickled vegetables,1
3357,08-06-2015,newspapers,1
2222,08-01-2015,dental care,1
1207,14-11-2015,whole milk,1
3511,07-06-2015,specialty cheese,1
2171,02-08-2015,curd,1
3078,01-09-2015,other vegetables,1
3879,25-06-2015,soda,1
3472,06-02-2015,whole milk,1
4519,03-11-2015,beef,1
3275,26-10-2015,napkins,1
1763,13-09-2015,hard cheese,1
4619,27-05-2015,UHT-milk,1
2955,05-06-2015,soda,1
2700,15-11-2015,canned fish,1
2830,28-05-2015,salty snack,1
4940,21-08-2015,coffee,1
1311,29-06-2015,red/blush wine,1
4116,01-05-2015,soda,1
1476,22-03-2015,frozen vegetables,1
2918,04-11-2015,bottled water,1
4121,01-11-2015,shopping bags,1
1824,01-11-2015,bottled beer,1
4293,05-07-2015,rolls/buns,1
4308,05-12-2015,spread cheese,1
2998,14-07-2015,yogurt,1
2874,05-01-2015,hygiene articles,1
1281,11-02-2015,coffee,1
3471,14-01-2015,hygiene articles,1
1936,15-08-2015,berries,1
4163,30-05-2015,dishes,1
3369,29-12-2015,other vegetables,1
2335,13-01-2015,other vegetables,1
3957,15-02-2015,frozen potato products,1
4841,02-05-2015,rolls/buns,1
2184,07-12-2015,beverages,1
3118,29-12-2015,soda,1
4728,25-04-2015,chocolate marshmallow,1
2527,11-08-2015,whole milk,1
2926,08-11-2015,whole milk,1
1773,01-11-2015,pip fruit,1
1801,12-06-2015,newspapers,1
1916,13-11-2015,yogurt,1
2523,04-04-2015,curd,1
2550,08-06-2015,snack products,1
1319,19-05-2015,frozen meals,1
1649,16-05-2015,rolls/buns,1
2202,07-08-2015,newspapers,1
2569,16-07-2015,yogurt,1
2925,22-08-2015,herbs,1
2293,24-06-2015,long life bakery product,1
2190,11-10-2015,bottled water,1
2234,24-12-2015,liquor (appetizer),1
4779,24-10-2015,other vegetables,1
3031,27-10-2015,whole milk,1
4275,05-07-2015,salty snack,1
2696,09-05-2015,curd,1
4453,02-08-2015,frozen vegetables,1
4776,08-02-2015,butter,1
3471,12-10-2015,rolls/buns,1
3143,21-01-2015,rolls/buns,1
4312,22-04-2015,whole milk,1
3327,04-05-2015,dishes,1
4344,06-05-2015,specialty bar,1
1718,11-03-2015,red/blush wine,1
3041,10-07-2015,berries,1
4110,06-02-2015,brown bread,1
2947,28-04-2015,tropical fruit,1
4280,06-12-2015,white wine,1
3022,15-11-2015,canned fish,1
1941,16-09-2015,other vegetables,1
4494,06-08-2015,frozen meals,1
2749,22-06-2015,citrus fruit,1
1241,22-05-2015,other vegetables,1
2066,23-03-2015,yogurt,1
1777,11-07-2015,curd,1
2178,03-05-2015,beef,1
4727,11-04-2015,root vegetables,1
3433,01-10-2015,red/blush wine,1
3035,08-11-2015,pastry,1
1464,07-03-2015,pastry,1
4161,03-05-2015,tropical fruit,1
2654,25-11-2015,berries,1
2206,21-03-2015,herbs,1
3950,05-12-2015,herbs,1
1706,07-03-2015,bottled water,1
3726,26-05-2015,other vegetables,1
3325,29-11-2015,white bread,1
3732,29-11-2015,oil,1
2563,06-01-2015,other vegetables,1
4924,01-03-2015,whole milk,1
1742,12-12-2015,detergent,1
4929,27-07-2015,grapes,1
1092,09-10-2015,other vegetables,1
1907,19-07-2015,newspapers,1
3540,05-03-2015,whole milk,1
2990,11-07-2015,meat spreads,1
4088,05-03-2015,yogurt,1
2028,20-12-2015,root vegetables,1
3026,24-01-2015,domestic eggs,1
2209,20-04-2015,rolls/buns,1
4071,15-10-2015,onions,1
4393,24-11-2015,herbs,1
2047,08-05-2015,canned beer,1
4610,19-07-2015,newspapers,1
1269,30-09-2015,whole milk,1
3629,11-01-2015,detergent,1
1899,19-10-2015,butter milk,1
1982,24-02-2015,butter,1
4977,19-04-2015,bottled beer,1
2399,12-02-2015,curd,1
2675,15-09-2015,rolls/buns,1
2760,12-07-2015,newspapers,1
2058,04-06-2015,chocolate marshmallow,1
4065,07-07-2015,other vegetables,1
1450,16-11-2015,yogurt,1
3739,06-08-2015,whole milk,1
3128,21-07-2015,newspapers,1
2331,28-11-2015,tropical fruit,1
2505,10-10-2015,whipped/sour cream,1
3758,13-01-2015,coffee,1
3574,13-02-2015,margarine,1
2563,29-12-2015,whole milk,1
2128,09-07-2015,brown bread,1
1230,27-01-2015,butter milk,1
4373,12-08-2015,rolls/buns,1
1693,05-09-2015,specialty chocolate,1
2743,13-07-2015,whole milk,1
1612,05-03-2015,rolls/buns,1
1835,22-06-2015,jam,1
3574,08-05-2015,sliced cheese,1
4102,08-04-2015,artif. sweetener,1
1283,15-03-2015,onions,1
4719,04-10-2015,pasta,1
4596,05-06-2015,bottled water,1
1380,13-05-2015,yogurt,1
1150,04-12-2015,fruit/vegetable juice,1
2937,20-06-2015,whole milk,1
2495,04-07-2015,newspapers,1
3581,25-12-2015,sliced cheese,1
3458,27-04-2015,butter,1
3723,14-03-2015,snack products,1
2249,22-01-2015,bottled water,1
1430,17-12-2015,other vegetables,1
3039,28-11-2015,whole milk,1
3455,01-02-2015,other vegetables,1
1831,09-01-2015,whole milk,1
4831,27-02-2015,pastry,1
3816,18-12-2015,fruit/vegetable juice,1
2314,06-09-2015,yogurt,1
2743,24-03-2015,pastry,1
1538,30-11-2015,root vegetables,1
3604,15-04-2015,bottled water,1
4734,22-11-2015,rolls/buns,1
2363,24-06-2015,candles,1
1484,27-08-2015,bottled beer,1
1764,29-09-2015,other vegetables,1
3595,23-03-2015,bottled beer,1
4303,25-12-2015,other vegetables,1
2695,07-01-2015,bottled beer,1
4538,28-11-2015,liquor (appetizer),1
1979,21-11-2015,herbs,1
1148,27-09-2015,other vegetables,1
3443,04-04-2015,curd,1
3334,17-03-2015,soda,1
2508,06-10-2015,semi-finished bread,1
4136,11-08-2015,root vegetables,1
3599,25-05-2015,flour,1
4540,20-10-2015,mustard,1
2590,16-12-2015,pot plants,1
3361,21-06-2015,flower (seeds),1
2855,08-11-2015,soda,1
3949,01-04-2015,bottled water,1
4836,03-07-2015,whole milk,1
2464,13-05-2015,rolls/buns,1
1788,09-10-2015,pork,1
2061,05-04-2015,whole milk,1
1963,30-12-2015,citrus fruit,1
1485,15-05-2015,packaged fruit/vegetables,1
1771,20-03-2015,specialty bar,1
3758,04-09-2015,whole milk,1
3180,04-05-2015,zwieback,1
2406,07-12-2015,whipped/sour cream,1
2255,27-04-2015,packaged fruit/vegetables,1
4826,25-01-2015,flour,1
1737,23-01-2015,rolls/buns,1
2404,08-03-2015,tea,1
3467,28-01-2015,beef,1
3395,19-08-2015,margarine,1
3405,04-03-2015,other vegetables,1
2718,23-03-2015,chewing gum,1
2927,03-02-2015,citrus fruit,1
4137,26-12-2015,dessert,1
3282,22-06-2015,soda,1
4567,10-09-2015,rolls/buns,1
4550,09-11-2015,newspapers,1
4223,03-10-2015,soda,1
2363,25-10-2015,whole milk,1
4806,24-11-2015,whole milk,1
1153,08-12-2015,grapes,1
4515,11-01-2015,beef,1
3200,11-02-2015,other vegetables,1
1012,03-10-2015,yogurt,1
2585,14-03-2015,butter,1
2229,19-03-2015,whipped/sour cream,1
3406,23-10-2015,rolls/buns,1
2234,15-07-2015,beverages,1
2549,14-06-2015,frozen fish,1
3385,16-02-2015,frozen vegetables,1
1746,08-08-2015,bottled water,1
4632,09-03-2015,whole milk,1
1476,29-03-2015,UHT-milk,1
4738,15-08-2015,whole milk,1
4235,26-04-2015,other vegetables,1
3574,05-11-2015,yogurt,1
4614,23-02-2015,rolls/buns,1
2216,17-11-2015,other vegetables,1
4425,17-10-2015,whole milk,1
4666,02-12-2015,whole milk,1
1148,09-07-2015,tropical fruit,1
2351,06-01-2015,rolls/buns,1
3543,17-05-2015,whole milk,1
2955,06-06-2015,whole milk,1
2257,13-03-2015,pip fruit,1
2612,01-02-2015,tropical fruit,1
3488,21-12-2015,other vegetables,1
2021,12-01-2015,whole milk,1
2186,01-09-2015,whipped/sour cream,1
1696,02-03-2015,rolls/buns,1
3309,17-05-2015,semi-finished bread,1
3092,24-12-2015,packaged fruit/vegetables,1
4497,20-02-2015,root vegetables,1
1848,27-06-2015,frozen vegetables,1
2466,27-07-2015,other vegetables,1
4411,22-07-2015,curd,1
2295,21-03-2015,root vegetables,1
1914,21-01-2015,other vegetables,1
1290,22-09-2015,whipped/sour cream,1
2293,19-12-2015,pip fruit,1
4027,12-05-2015,whipped/sour cream,1
4693,01-07-2015,bottled beer,1
1056,13-09-2015,other vegetables,1
4221,27-02-2015,hamburger meat,1
3248,14-01-2015,root vegetables,1
2815,10-09-2015,beef,1
4207,08-07-2015,pet care,1
1160,04-09-2015,chewing gum,1
3868,22-01-2015,citrus fruit,1
3707,26-06-2015,domestic eggs,1
2335,23-07-2015,tropical fruit,1
3432,04-04-2015,white bread,1
4510,05-04-2015,specialty chocolate,1
2893,06-10-2015,citrus fruit,1
4902,16-04-2015,whole milk,1
3443,23-10-2015,coffee,1
1864,30-06-2015,yogurt,1
2071,30-09-2015,canned beer,1
3092,11-04-2015,whipped/sour cream,1
2845,01-10-2015,processed cheese,1
2314,25-11-2015,yogurt,1
3882,19-10-2015,UHT-milk,1
4309,15-09-2015,salt,1
2369,08-09-2015,coffee,1
1787,09-05-2015,frozen meals,1
3284,19-11-2015,whole milk,1
1375,11-10-2015,newspapers,1
1949,06-03-2015,berries,1
4805,04-05-2015,rolls/buns,1
3759,02-04-2015,chocolate,1
3160,27-02-2015,pip fruit,1
2764,23-01-2015,domestic eggs,1
4225,01-05-2015,bottled beer,1
2719,10-04-2015,whole milk,1
3856,02-04-2015,newspapers,1
4079,20-09-2015,whole milk,1
2455,04-01-2015,cream cheese ,1
1582,06-08-2015,shopping bags,1
1776,15-02-2015,margarine,1
3096,22-08-2015,fruit/vegetable juice,1
3453,16-12-2015,frozen vegetables,1
2731,11-04-2015,grapes,1
3899,24-12-2015,UHT-milk,1
4886,26-01-2015,soda,1
4455,04-01-2015,soda,1
2690,06-03-2015,whole milk,1
2171,28-07-2015,butter,1
3015,12-06-2015,root vegetables,1
4938,29-03-2015,whipped/sour cream,1
3449,10-10-2015,white bread,1
1848,06-07-2015,whole milk,1
3818,17-12-2015,whole milk,1
1540,23-02-2015,berries,1
1424,09-10-2015,instant coffee,1
3888,13-12-2015,shopping bags,1
2711,18-08-2015,bottled beer,1
3363,25-01-2015,detergent,1
4633,17-08-2015,white bread,1
2864,03-08-2015,shopping bags,1
2500,05-01-2015,grapes,1
1477,13-05-2015,berries,1
1635,25-11-2015,citrus fruit,1
2401,19-12-2015,red/blush wine,1
4971,17-05-2015,baking powder,1
1230,19-05-2015,domestic eggs,1
4414,23-01-2015,newspapers,1
2906,08-07-2015,dessert,1
3856,22-03-2015,sliced cheese,1
4025,27-04-2015,long life bakery product,1
1414,24-05-2015,other vegetables,1
4793,24-11-2015,yogurt,1
3101,17-01-2015,cat food,1
1651,17-12-2015,whole milk,1
4304,14-02-2015,canned fish,1
3663,07-11-2015,frozen fish,1
2525,23-10-2015,canned beer,1
1625,08-10-2015,packaged fruit/vegetables,1
3812,11-08-2015,soda,1
2879,28-12-2015,spread cheese,1
4180,11-11-2015,whole milk,1
4187,31-07-2015,bottled beer,1
4292,05-12-2015,red/blush wine,1
3043,05-01-2015,soda,1
1819,18-12-2015,berries,1
2446,08-09-2015,pork,1
1701,17-05-2015,photo/film,1
1047,09-08-2015,butter,1
1065,27-10-2015,dessert,1
4360,23-02-2015,coffee,1
2818,11-11-2015,photo/film,1
2008,30-08-2015,mayonnaise,1
2624,18-08-2015,whipped/sour cream,1
4564,04-11-2015,curd,1
1049,01-07-2015,whole milk,1
4433,25-03-2015,tea,1
3433,19-05-2015,frozen meals,1
4799,22-04-2015,roll products ,1
4774,16-07-2015,pip fruit,1
1153,18-02-2015,ice cream,1
4776,25-10-2015,other vegetables,1
3596,19-01-2015,soda,1
4097,28-11-2015,grapes,1
2262,04-11-2015,bottled water,1
1518,07-09-2015,other vegetables,1
4593,18-08-2015,whipped/sour cream,1
4322,03-12-2015,dishes,1
3633,29-12-2015,pasta,1
2356,31-08-2015,butter milk,1
4268,16-04-2015,nuts/prunes,1
2775,06-08-2015,grapes,1
4757,16-06-2015,pip fruit,1
1231,27-01-2015,onions,1
4323,17-12-2015,domestic eggs,1
1182,21-01-2015,butter milk,1
3266,19-08-2015,domestic eggs,1
3109,29-06-2015,soda,1
2450,31-07-2015,cream cheese ,1
1208,24-08-2015,misc. beverages,1
2115,24-06-2015,rolls/buns,1
3774,17-12-2015,candy,1
2904,17-09-2015,flour,1
3438,26-10-2015,dessert,1
3872,22-01-2015,root vegetables,1
3985,20-01-2015,bottled beer,1
2483,04-07-2015,whipped/sour cream,1
